mysql> select distinct
    ->     word_num as w,
    ->     (select count(*) from
    ->             annot
    ->         inner join
    ->             annot_target
    ->         on
    ->             annot.id = annot_target.annot_id
    ->     where
    ->         target.id = annot_target.target_id) as nn
    -> from
    ->     target
    -> order by
    ->     word_num
    -> ;
+--------+------+
| w      | nn   |
| 165797 |    1 |
| 165799 |    1 |
| 166180 |    1 |
| 166181 |    1 |
| 166182 |    1 |
| 166329 |    1 |
| 166330 |    1 |
| 166332 |    1 |
| 166612 |    1 |
| 166613 |    1 |
| 166695 |    1 |
| 166696 |    1 |
| 166698 |    1 |
| 166776 |    1 |
| 166777 |    1 |
| 166780 |    1 |
| 167292 |    1 |
| 167293 |    1 |
| 168986 |    1 |
| 168987 |    1 |
| 168992 |    1 |
| 169190 |    1 |
| 169191 |    1 |
| 169594 |    1 |
| 169595 |    1 |
| 169596 |    1 |
| 169597 |    1 |
| 169598 |    1 |
| 169722 |    1 |
| 169723 |    1 |
| 169726 |    1 |
| 170022 |    1 |
| 170023 |    1 |
| 170029 |    1 |
| 170799 |    1 |
| 170800 |    1 |
| 170801 |    1 |
| 170805 |    1 |
| 170806 |    1 |
| 171037 |    1 |
| 171038 |    1 |
| 171244 |    1 |
| 171245 |    1 |
| 171246 |    1 |
| 171490 |    1 |
| 171491 |    1 |
| 171492 |    1 |
| 171830 |    1 |
| 171831 |    1 |
| 171834 |    1 |
| 172043 |    1 |
| 172044 |    1 |
| 172967 |    1 |
| 172968 |    1 |
| 172969 |    1 |
| 172992 |    1 |
| 172993 |    1 |
| 172997 |    1 |
| 174740 |    1 |
| 174741 |    1 |
| 174742 |    1 |
| 175069 |    1 |
| 175072 |    1 |
| 175789 |    1 |
| 175790 |    1 |
| 175902 |    1 |
| 175903 |    1 |
| 176155 |    1 |
| 176156 |    1 |
| 176157 |    1 |
| 176576 |    1 |
| 176577 |    1 |
| 176580 |    1 |
| 177239 |    1 |
| 177240 |    1 |
| 177241 |    1 |
| 177524 |    1 |
| 177527 |    1 |
| 177530 |    1 |
| 177614 |    1 |
| 177615 |    1 |
| 177618 |    1 |
| 177619 |    1 |
| 177622 |    1 |
| 177623 |    1 |
| 177625 |    1 |
| 177626 |    1 |
| 177629 |    1 |
| 177699 |    1 |
| 177700 |    1 |
| 177701 |    1 |
| 179394 |    1 |
| 179395 |    1 |
| 180508 |    1 |
| 180509 |    1 |
| 180510 |    1 |
| 180517 |    1 |
| 180518 |    1 |
| 180520 |    1 |
| 180550 |    1 |
| 180551 |    1 |
| 180553 |    1 |
| 180558 |    1 |
| 180559 |    1 |
| 180577 |    1 |
| 180578 |    1 |
| 181186 |    1 |
| 181187 |    1 |
| 181189 |    1 |
| 181846 |    1 |
| 181847 |    1 |
| 181848 |    1 |
| 183795 |    1 |
| 183802 |    1 |
| 183803 |    1 |
| 184051 |    1 |
| 184052 |    1 |
| 184055 |    1 |
| 185239 |    1 |
| 185240 |    1 |
| 185242 |    1 |
| 185267 |    1 |
| 185304 |    1 |
| 185373 |    1 |
| 185376 |    1 |
| 185377 |    1 |
| 185897 |    1 |
| 185898 |    1 |
| 185956 |    1 |
| 185957 |    1 |
| 186003 |    1 |
| 186004 |    1 |
| 186006 |    1 |
| 186028 |    1 |
| 186030 |    1 |
| 186031 |    1 |
| 186207 |    1 |
| 186208 |    1 |
| 186210 |    1 |
| 186704 |    1 |
| 186705 |    1 |
| 186706 |    1 |
| 186928 |    1 |
| 186929 |    1 |
| 186930 |    1 |
| 187579 |    1 |
| 187580 |    1 |
| 187583 |    1 |
| 187950 |    1 |
| 187951 |    1 |
| 187953 |    1 |
| 188485 |    1 |
| 188486 |    1 |
| 188488 |    1 |
| 188584 |    1 |
| 188585 |    1 |
| 188587 |    1 |
| 189664 |    1 |
| 189665 |    1 |
| 189667 |    1 |
| 190490 |    1 |
| 190491 |    1 |
| 190494 |    1 |
| 190841 |    1 |
| 190842 |    1 |
| 190843 |    1 |
| 190845 |    1 |
| 191100 |    1 |
| 191101 |    1 |
| 191103 |    1 |
| 191308 |    1 |
| 191309 |    1 |
| 191311 |    1 |
| 191376 |    1 |
| 191377 |    1 |
| 191379 |    1 |
| 191541 |    1 |
| 191542 |    1 |
| 191885 |    1 |
| 191886 |    1 |
| 194308 |    1 |
| 194309 |    1 |
| 194311 |    1 |
| 195043 |    1 |
| 195044 |    1 |
| 195048 |    1 |
| 195949 |    1 |
| 195952 |    1 |
| 196089 |    1 |
| 196090 |    1 |
| 196092 |    1 |
| 196100 |    1 |
| 196101 |    1 |
| 196102 |    1 |
| 197813 |    1 |
| 197814 |    1 |
| 197818 |    1 |
| 198019 |    1 |
| 198021 |    1 |
| 198023 |    1 |
| 198025 |    1 |
| 198027 |    1 |
| 198029 |    1 |
| 198432 |    1 |
| 198433 |    1 |
| 198436 |    1 |
| 198645 |    1 |
| 198650 |    1 |
| 198651 |    1 |
| 199622 |    1 |
| 199623 |    1 |
| 199626 |    1 |
| 200372 |    1 |
| 200373 |    1 |
| 200374 |    1 |
| 200407 |    1 |
| 200408 |    1 |
| 200409 |    1 |
| 200527 |    1 |
| 200528 |    1 |
| 200530 |    1 |
| 201610 |    1 |
| 201611 |    1 |
| 201613 |    1 |
| 202701 |    1 |
| 202707 |    1 |
| 203695 |    1 |
| 203696 |    1 |
| 203697 |    1 |
| 203698 |    1 |
| 204250 |    1 |
| 204252 |    1 |
| 204658 |    1 |
| 204659 |    1 |
| 204661 |    1 |
| 204699 |    1 |
| 204700 |    1 |
| 204701 |    1 |
| 205469 |    1 |
| 205470 |    1 |
| 205472 |    1 |
| 207209 |    1 |
| 207210 |    1 |
| 207211 |    1 |
| 207953 |    1 |
| 207954 |    1 |
| 207956 |    1 |
| 207958 |    1 |
| 207959 |    1 |
| 208218 |    1 |
| 208219 |    1 |
| 208221 |    1 |
| 208226 |    1 |
| 208227 |    1 |
| 208230 |    1 |
| 208756 |    1 |
| 208757 |    1 |
| 210195 |    1 |
| 210196 |    1 |
| 210197 |    1 |
| 210198 |    1 |
| 210310 |    1 |
| 210311 |    1 |
| 210314 |    1 |
| 210402 |    1 |
| 210403 |    1 |
| 210406 |    1 |
| 210407 |    1 |
| 210408 |    1 |
| 210409 |    1 |
| 210410 |    1 |
| 210411 |    1 |
| 210412 |    1 |
| 210736 |    1 |
| 210737 |    1 |
| 210741 |    1 |
| 210945 |    1 |
| 210946 |    1 |
| 210948 |    1 |
| 211936 |    1 |
| 211937 |    1 |
| 211943 |    1 |
| 211944 |    1 |
| 211946 |    1 |
| 211948 |    1 |
| 211950 |    1 |
| 212171 |    1 |
| 212172 |    1 |
| 212175 |    1 |
| 212176 |    1 |
| 213251 |    1 |
| 213551 |    1 |
| 213553 |    1 |
| 213961 |    1 |
| 213962 |    1 |
| 213963 |    1 |
| 214494 |    1 |
| 214496 |    1 |
| 214497 |    1 |
| 214499 |    1 |
| 215183 |    1 |
| 215184 |    1 |
| 215187 |    1 |
| 215424 |    1 |
| 215439 |    1 |
| 216231 |    1 |
| 216245 |    1 |
| 216246 |    1 |
| 216248 |    1 |
| 216251 |    1 |
| 216253 |    1 |
| 216256 |    1 |
| 216505 |    1 |
| 216511 |    1 |
| 216550 |    1 |
| 216551 |    1 |
| 216617 |    1 |
| 216618 |    1 |
| 216624 |    1 |
| 216625 |    1 |
| 217032 |    1 |
| 217037 |    1 |
| 217038 |    1 |
| 217039 |    1 |
| 217041 |    1 |
| 217042 |    1 |
| 217043 |    1 |
| 217045 |    1 |
| 217046 |    1 |
| 217884 |    1 |
| 217886 |    1 |
| 218309 |    1 |
| 218311 |    1 |
| 218576 |    1 |
| 218585 |    1 |
| 219093 |    1 |
| 219095 |    1 |
| 221769 |    1 |
| 221777 |    1 |
| 222011 |    1 |
| 222012 |    1 |
| 222013 |    1 |
| 222191 |    1 |
| 222192 |    1 |
| 222193 |    1 |
| 222265 |    1 |
| 222267 |    1 |
| 222275 |    1 |
| 222276 |    1 |
| 222277 |    1 |
| 222473 |    1 |
| 222475 |    1 |
| 222476 |    1 |
| 222494 |    1 |
| 222496 |    1 |
| 222497 |    1 |
| 222744 |    1 |
| 222746 |    1 |
| 222792 |    1 |
| 222796 |    1 |
| 224175 |    1 |
| 224179 |    1 |
| 224196 |    1 |
| 224199 |    1 |
| 224719 |    1 |
| 224721 |    1 |
| 224723 |    1 |
| 224728 |    1 |
| 224729 |    1 |
| 224732 |    1 |
| 224910 |    1 |
| 224911 |    1 |
| 224912 |    1 |
| 224913 |    1 |
| 224914 |    1 |
| 225151 |    1 |
| 225152 |    1 |
| 225154 |    1 |
| 225159 |    1 |
| 225160 |    1 |
| 225163 |    1 |
| 225686 |    1 |
| 225687 |    1 |
| 226767 |    1 |
| 226772 |    1 |
| 227870 |    1 |
| 227871 |    1 |
| 227874 |    1 |
| 228167 |    1 |
| 228172 |    1 |
| 228332 |    1 |
| 228333 |    1 |
| 228490 |    1 |
| 228492 |    1 |
| 228655 |    1 |
| 228658 |    1 |
| 229689 |    1 |
| 229691 |    1 |
| 230633 |    1 |
| 230634 |    1 |
| 230635 |    1 |
| 230636 |    1 |
| 230637 |    1 |
| 230974 |    1 |
| 230975 |    1 |
| 230976 |    1 |
| 230977 |    1 |
| 230978 |    1 |
| 231184 |    1 |
| 231186 |    1 |
| 231187 |    1 |
| 231606 |    1 |
| 231611 |    1 |
| 231810 |    1 |
| 231815 |    1 |
| 231894 |    1 |
| 231895 |    1 |
| 231896 |    1 |
| 232286 |    1 |
| 232287 |    1 |
| 233123 |    1 |
| 233124 |    1 |
| 233126 |    1 |
| 233127 |    1 |
| 233215 |    1 |
| 233219 |    1 |
| 233287 |    1 |
| 233292 |    1 |
| 233849 |    1 |
| 233850 |    1 |
| 233851 |    1 |
| 234133 |    1 |
| 234137 |    1 |
| 234290 |    1 |
| 234291 |    1 |
| 234292 |    1 |
| 234293 |    1 |
| 234294 |    1 |
| 234295 |    1 |
| 234296 |    1 |
| 235029 |    1 |
| 235030 |    1 |
| 238253 |    1 |
| 238258 |    1 |
| 238328 |    1 |
| 238329 |    1 |
| 238510 |    1 |
| 238511 |    1 |
| 238512 |    1 |
| 238784 |    1 |
| 238785 |    1 |
| 239467 |    1 |
| 239468 |    1 |
| 239491 |    1 |
| 239492 |    1 |
| 239563 |    1 |
| 239564 |    1 |
| 239570 |    1 |
| 239571 |    1 |
| 240510 |    1 |
| 240511 |    1 |
| 240519 |    1 |
| 240525 |    1 |
| 241072 |    1 |
| 241090 |    1 |
| 241258 |    1 |
| 241259 |    1 |
| 241260 |    1 |
| 241261 |    1 |
| 241262 |    1 |
| 241263 |    1 |
| 241264 |    1 |
| 241451 |    1 |
| 241452 |    1 |
| 241454 |    1 |
| 241901 |    1 |
| 241903 |    1 |
| 243170 |    1 |
| 243171 |    1 |
| 243172 |    1 |
| 243243 |    1 |
| 243244 |    1 |
| 243246 |    1 |
| 243249 |    1 |
| 243250 |    1 |
| 243252 |    1 |
| 244199 |    1 |
| 244200 |    1 |
| 244201 |    1 |
| 244913 |    1 |
| 244918 |    1 |
| 245419 |    1 |
| 245420 |    1 |
| 247199 |    1 |
| 248882 |    1 |
| 248883 |    1 |
| 248886 |    1 |
| 249147 |    1 |
| 249148 |    1 |
| 249160 |    1 |
| 249232 |    1 |
| 249233 |    1 |
| 249236 |    1 |
| 249390 |    1 |
| 249393 |    1 |
| 249394 |    1 |
| 249397 |    1 |
| 249561 |    1 |
| 249562 |    1 |
| 249777 |    1 |
| 249778 |    1 |
| 249780 |    1 |
| 250102 |    1 |
| 250103 |    1 |
| 250105 |    1 |
| 251058 |    1 |
| 251062 |    1 |
| 252181 |    1 |
| 252186 |    1 |
| 252294 |    1 |
| 252295 |    1 |
| 252297 |    1 |
| 254351 |    1 |
| 254352 |    1 |
| 254354 |    1 |
| 254388 |    1 |
| 254389 |    1 |
| 254391 |    1 |
| 254943 |    1 |
| 254944 |    1 |
| 255703 |    1 |
| 255704 |    1 |
| 255705 |    1 |
| 256120 |    1 |
| 256121 |    1 |
| 256122 |    1 |
| 256124 |    1 |
| 256575 |    1 |
| 256576 |    1 |
| 256578 |    1 |
| 256579 |    1 |
| 256580 |    1 |
| 256582 |    1 |
| 256583 |    1 |
| 256584 |    1 |
| 256586 |    1 |
| 256587 |    1 |
| 257084 |    1 |
| 257085 |    1 |
| 257086 |    1 |
| 257371 |    1 |
| 257372 |    1 |
| 257375 |    1 |
| 257637 |    1 |
| 257638 |    1 |
| 257641 |    1 |
| 257642 |    1 |
| 257645 |    1 |
| 257646 |    1 |
| 257649 |    1 |
| 258337 |    1 |
| 258338 |    1 |
| 258340 |    1 |
| 258341 |    1 |
| 258604 |    1 |
| 258605 |    1 |
| 258607 |    1 |
| 258608 |    1 |
| 258707 |    1 |
| 258708 |    1 |
| 258710 |    1 |
| 258711 |    1 |
| 259345 |    1 |
| 259346 |    1 |
| 259351 |    1 |
| 259368 |    1 |
| 259369 |    1 |
| 259371 |    1 |
| 259372 |    1 |
| 259373 |    1 |
| 259375 |    1 |
| 259376 |    1 |
| 259424 |    1 |
| 259425 |    1 |
| 259427 |    1 |
| 259428 |    1 |
| 259433 |    1 |
| 259446 |    1 |
| 259447 |    1 |
| 259449 |    1 |
| 259450 |    1 |
| 259805 |    1 |
| 259806 |    1 |
| 259807 |    1 |
| 260136 |    1 |
| 260137 |    1 |
| 260145 |    1 |
| 260146 |    1 |
| 260151 |    1 |
| 260152 |    1 |
| 260185 |    1 |
| 260186 |    1 |
| 260191 |    1 |
| 260192 |    1 |
| 260226 |    1 |
| 260227 |    1 |
| 260228 |    1 |
| 260229 |    1 |
| 260406 |    1 |
| 260407 |    1 |
| 261656 |    1 |
| 261658 |    1 |
| 261848 |    1 |
| 261849 |    1 |
| 261850 |    1 |
| 262531 |    1 |
| 262537 |    1 |
| 262561 |    1 |
| 262563 |    1 |
| 262574 |    1 |
| 263380 |    1 |
| 263381 |    1 |
| 263384 |    1 |
| 264407 |    1 |
| 264408 |    1 |
| 264410 |    1 |
| 264869 |    1 |
| 264870 |    1 |
| 264873 |    1 |
| 264984 |    1 |
| 264985 |    1 |
| 264988 |    1 |
| 264989 |    1 |
| 267665 |    1 |
| 267666 |    1 |
| 269119 |    1 |
| 269120 |    1 |
| 269429 |    1 |
| 269430 |    1 |
| 269777 |    1 |
| 269778 |    1 |
| 269781 |    1 |
| 269801 |    1 |
| 269802 |    1 |
| 269804 |    1 |
| 270049 |    1 |
| 270052 |    1 |
| 271936 |    1 |
| 271937 |    1 |
| 273952 |    1 |
| 273955 |    1 |
| 274786 |    1 |
| 274787 |    1 |
| 274801 |    1 |
| 274805 |    1 |
| 274806 |    1 |
| 274898 |    1 |
| 274899 |    1 |
| 275071 |    1 |
| 275072 |    1 |
| 276002 |    1 |
| 276003 |    1 |
| 276005 |    1 |
| 276654 |    1 |
| 276658 |    1 |
| 277827 |    1 |
| 277830 |    1 |
| 277944 |    1 |
| 277945 |    1 |
| 278784 |    1 |
| 278785 |    1 |
| 278833 |    1 |
| 278834 |    1 |
| 278836 |    1 |
| 280652 |    1 |
| 280653 |    1 |
| 280655 |    1 |
| 280993 |    1 |
| 280994 |    1 |
| 282219 |    1 |
| 282221 |    1 |
| 283388 |    1 |
| 283389 |    1 |
| 284561 |    1 |
| 284562 |    1 |
| 284563 |    1 |
| 284564 |    1 |
| 284657 |    1 |
| 284658 |    1 |
| 285461 |    1 |
| 285462 |    1 |
| 285463 |    1 |
| 285466 |    1 |
| 288231 |    1 |
| 288232 |    1 |
| 288235 |    1 |
| 288336 |    1 |
| 288337 |    1 |
| 288339 |    1 |
| 290983 |    1 |
| 290988 |    1 |
| 295707 |    1 |
| 295711 |    1 |
| 297393 |    1 |
| 297396 |    1 |
| 298000 |    1 |
| 298003 |    1 |
| 298007 |    1 |
| 298010 |    1 |
| 301639 |    1 |
| 301640 |    1 |
| 302248 |    1 |
| 302253 |    1 |
| 302290 |    1 |
| 302294 |    1 |
| 302493 |    1 |
| 302494 |    1 |
| 304198 |    1 |
| 304199 |    1 |
| 304201 |    1 |
| 304202 |    1 |
| 304705 |    1 |
| 304708 |    1 |
| 304757 |    1 |
| 304769 |    1 |
| 304823 |    1 |
| 304825 |    1 |
| 305403 |    1 |
| 305408 |    1 |
| 306385 |    1 |
| 306386 |    1 |
| 306388 |    1 |
| 309381 |    1 |
| 309382 |    1 |
| 309384 |    1 |
| 309937 |    1 |
| 309940 |    1 |
| 311486 |    1 |
| 311487 |    1 |
| 312088 |    1 |
| 312089 |    1 |
| 312091 |    1 |
| 313700 |    1 |
| 313704 |    1 |
| 314400 |    1 |
| 314402 |    1 |
| 314752 |    1 |
| 314754 |    1 |
| 316049 |    1 |
| 316050 |    1 |
| 316051 |    1 |
| 316054 |    1 |
| 316329 |    1 |
| 316333 |    1 |
| 316783 |    1 |
| 316788 |    1 |
| 319771 |    1 |
| 319772 |    1 |
| 320047 |    1 |
| 320055 |    1 |
| 320689 |    1 |
| 320698 |    1 |
| 320733 |    1 |
| 320735 |    1 |
| 321182 |    1 |
| 321183 |    1 |
| 322016 |    1 |
| 322018 |    1 |
| 322070 |    1 |
| 322071 |    1 |
| 322085 |    1 |
| 322087 |    1 |
| 322655 |    1 |
| 322658 |    1 |
| 323264 |    1 |
| 323266 |    1 |
| 323319 |    1 |
| 323320 |    1 |
| 323321 |    1 |
| 323560 |    1 |
| 323562 |    1 |
| 325441 |    1 |
| 325442 |    1 |
| 325769 |    1 |
| 325773 |    1 |
| 326098 |    1 |
| 326102 |    1 |
| 326407 |    1 |
| 326408 |    1 |
| 327597 |    1 |
| 327601 |    1 |
| 327850 |    1 |
| 327851 |    1 |
| 327860 |    1 |
| 327864 |    1 |
| 327871 |    1 |
| 327872 |    1 |
| 327903 |    1 |
| 327908 |    1 |
| 328409 |    1 |
| 328415 |    1 |
| 328516 |    1 |
| 328522 |    1 |
| 328840 |    1 |
| 328843 |    1 |
| 330654 |    1 |
| 330655 |    1 |
| 330658 |    1 |
| 330660 |    1 |
| 330765 |    1 |
| 330767 |    1 |
| 330838 |    1 |
| 330839 |    1 |
| 332259 |    1 |
| 332262 |    1 |
| 332747 |    1 |
| 332750 |    1 |
| 333332 |    1 |
| 333333 |    1 |
| 334081 |    1 |
| 334082 |    1 |
| 334436 |    1 |
| 334439 |    1 |
| 334657 |    1 |
| 334661 |    1 |
| 335416 |    1 |
| 335417 |    1 |
| 335419 |    1 |
| 335491 |    1 |
| 335497 |    1 |
| 335615 |    1 |
| 335618 |    1 |
| 335897 |    1 |
| 335898 |    1 |
| 336829 |    1 |
| 336830 |    1 |
| 338026 |    1 |
| 338027 |    1 |
| 338028 |    1 |
| 338143 |    1 |
| 338146 |    1 |
| 338975 |    1 |
| 338981 |    1 |
| 339233 |    1 |
| 339234 |    1 |
| 340957 |    1 |
| 340963 |    1 |
| 341443 |    1 |
| 341444 |    1 |
| 342183 |    1 |
| 342185 |    1 |
| 342657 |    1 |
| 342661 |    1 |
| 342974 |    1 |
| 342980 |    1 |
| 343553 |    1 |
| 343556 |    1 |
| 343796 |    1 |
| 343802 |    1 |
| 343858 |    1 |
| 343859 |    1 |
| 344047 |    1 |
| 344052 |    1 |
| 344801 |    1 |
| 344812 |    1 |
| 345036 |    1 |
| 345038 |    1 |
| 345419 |    1 |
| 345424 |    1 |
| 345881 |    1 |
| 345886 |    1 |
| 346552 |    1 |
| 346556 |    1 |
| 346573 |    1 |
| 346579 |    1 |
| 347602 |    1 |
| 347605 |    1 |
| 348026 |    1 |
| 348030 |    1 |
| 348031 |    1 |
| 348585 |    1 |
| 348591 |    1 |
| 348633 |    1 |
| 348636 |    1 |
| 349507 |    1 |
| 349511 |    1 |
| 349512 |    1 |
| 349518 |    1 |
| 351008 |    1 |
| 351009 |    1 |
| 351011 |    1 |
| 355064 |    1 |
| 355067 |    1 |
| 355468 |    1 |
| 355469 |    1 |
| 355470 |    1 |
| 355474 |    1 |
| 355475 |    1 |
| 355777 |    1 |
| 355778 |    1 |
| 357763 |    1 |
| 357767 |    1 |
| 357938 |    1 |
| 357944 |    1 |
| 358154 |    1 |
| 358163 |    1 |
| 358171 |    1 |
| 358179 |    1 |
| 358188 |    1 |
| 358196 |    1 |
| 358210 |    1 |
| 358219 |    1 |
| 358226 |    1 |
| 358236 |    1 |
| 358245 |    1 |
| 358256 |    1 |
| 358267 |    1 |
| 358274 |    1 |
| 358284 |    1 |
| 358294 |    1 |
| 358303 |    1 |
| 358312 |    1 |
| 358320 |    1 |
| 358327 |    1 |
| 358336 |    1 |
| 358348 |    1 |
| 358514 |    1 |
| 358524 |    1 |
| 358525 |    1 |
| 358527 |    1 |
| 358563 |    1 |
| 358564 |    1 |
| 358565 |    1 |
| 358606 |    1 |
| 358607 |    1 |
| 358608 |    1 |
| 358923 |    1 |
| 358924 |    1 |
| 359050 |    1 |
| 359051 |    1 |
| 359885 |    1 |
| 359886 |    1 |
| 361985 |    1 |
| 361986 |    1 |
| 362530 |    1 |
| 362531 |    1 |
| 362535 |    1 |
| 363709 |    1 |
| 363710 |    1 |
| 363711 |    1 |
| 363790 |    1 |
| 363791 |    1 |
| 363792 |    1 |
| 363987 |    1 |
| 364321 |    1 |
| 364322 |    1 |
| 364323 |    1 |
| 364740 |    1 |
| 364741 |    1 |
| 364742 |    1 |
| 364747 |    1 |
| 364748 |    1 |
| 364749 |    1 |
| 364750 |    1 |
| 364792 |    1 |
| 364793 |    1 |
| 364824 |    1 |
| 364825 |    1 |
| 365859 |    1 |
| 365860 |    1 |
| 365861 |    1 |
| 366182 |    1 |
| 366185 |    1 |
| 366188 |    1 |
| 366191 |    1 |
| 366500 |    1 |
| 366509 |    1 |
| 366521 |    1 |
| 366544 |    1 |
| 366566 |    1 |
| 366584 |    1 |
| 366602 |    1 |
| 366624 |    1 |
| 366652 |    1 |
| 366672 |    1 |
| 366691 |    1 |
| 366710 |    1 |
| 366729 |    1 |
| 366752 |    1 |
| 366772 |    1 |
| 366790 |    1 |
| 366809 |    1 |
| 366829 |    1 |
| 366847 |    1 |
| 366868 |    1 |
| 366889 |    1 |
| 366913 |    1 |
| 366934 |    1 |
| 366955 |    1 |
| 366958 |    1 |
| 366959 |    1 |
| 366960 |    1 |
| 366966 |    1 |
| 366976 |    1 |
| 366977 |    1 |
| 367000 |    1 |
| 367022 |    1 |
| 367044 |    1 |
| 367045 |    1 |
| 367046 |    1 |
| 367048 |    1 |
| 367063 |    1 |
| 367086 |    1 |
| 367105 |    1 |
| 367126 |    1 |
| 367150 |    1 |
| 367171 |    1 |
| 367195 |    1 |
| 367216 |    1 |
| 367241 |    1 |
| 367262 |    1 |
| 367288 |    1 |
| 367307 |    1 |
| 367329 |    1 |
| 367352 |    1 |
| 367382 |    1 |
| 367404 |    1 |
| 367426 |    1 |
| 367593 |    1 |
| 367594 |    1 |
| 367726 |    1 |
| 367729 |    1 |
| 367937 |    1 |
| 367946 |    1 |
| 367952 |    1 |
| 367969 |    1 |
| 367985 |    1 |
| 367999 |    1 |
| 368013 |    1 |
| 368030 |    1 |
| 368043 |    1 |
| 368061 |    1 |
| 368062 |    1 |
| 368070 |    1 |
| 368075 |    1 |
| 368088 |    1 |
| 368103 |    1 |
| 368118 |    1 |
| 368129 |    1 |
| 368144 |    1 |
| 368164 |    1 |
| 368179 |    1 |
| 368192 |    1 |
| 368205 |    1 |
| 368220 |    1 |
| 368235 |    1 |
| 368251 |    1 |
| 368408 |    1 |
| 368414 |    1 |
| 368747 |    1 |
| 368748 |    1 |
| 368754 |    1 |
| 369637 |    1 |
| 369638 |    1 |
| 369639 |    1 |
| 370627 |    1 |
| 370628 |    1 |
| 370631 |    1 |
| 370797 |    1 |
| 370798 |    1 |
| 370815 |    1 |
| 370816 |    1 |
| 370818 |    1 |
| 372711 |    1 |
| 372712 |    1 |
| 372714 |    1 |
| 372783 |    1 |
| 372784 |    1 |
| 372786 |    1 |
| 372898 |    1 |
| 372899 |    1 |
| 372901 |    1 |
| 373299 |    1 |
| 373300 |    1 |
| 373301 |    1 |
| 373302 |    1 |
| 373719 |    1 |
| 373720 |    1 |
| 373721 |    1 |
| 373722 |    1 |
| 373723 |    1 |
| 373724 |    1 |
| 373725 |    1 |
| 373726 |    1 |
| 373727 |    1 |
| 378286 |    1 |
| 378640 |    1 |
| 378641 |    1 |
| 378644 |    1 |
| 378868 |    1 |
| 378869 |    1 |
| 379804 |    1 |
| 379805 |    1 |
| 379807 |    1 |
| 381548 |    1 |
| 381549 |    1 |
| 381552 |    1 |
| 382193 |    1 |
| 382194 |    1 |
| 382810 |    1 |
| 382812 |    1 |
| 382813 |    1 |
| 382814 |    1 |
| 382815 |    1 |
| 382897 |    1 |
| 382898 |    1 |
| 382899 |    1 |
| 382900 |    1 |
| 382901 |    1 |
| 382917 |    1 |
| 382956 |    1 |
| 382957 |    1 |
| 382959 |    1 |
| 383323 |    1 |
| 383325 |    1 |
| 383329 |    1 |
| 383330 |    1 |
| 383331 |    1 |
| 383387 |    1 |
| 383388 |    1 |
| 383392 |    1 |
| 383393 |    1 |
| 383394 |    1 |
| 384103 |    1 |
| 384396 |    1 |
| 384731 |    1 |
| 385239 |    1 |
| 385240 |    1 |
| 386307 |    1 |
| 386308 |    1 |
| 386396 |    1 |
| 386397 |    1 |
| 387344 |    1 |
| 387345 |    1 |
| 387348 |    1 |
| 387378 |    1 |
| 387380 |    1 |
| 387381 |    1 |
| 387582 |    1 |
| 387583 |    1 |
| 387586 |    1 |
| 387587 |    1 |
| 387592 |    1 |
| 387648 |    1 |
| 387649 |    1 |
| 387654 |    1 |
| 387773 |    1 |
| 387774 |    1 |
| 387777 |    1 |
| 387778 |    1 |
| 387783 |    1 |
| 387845 |    1 |
| 387846 |    1 |
| 387848 |    1 |
| 387849 |    1 |
| 387861 |    1 |
| 387862 |    1 |
| 387865 |    1 |
| 387870 |    1 |
| 387871 |    1 |
| 387877 |    1 |
| 387878 |    1 |
| 387879 |    1 |
| 388208 |    1 |
| 388209 |    1 |
| 388211 |    1 |
| 388212 |    1 |
| 388402 |    1 |
| 388403 |    1 |
| 388404 |    1 |
| 388405 |    1 |
| 388406 |    1 |
| 388409 |    1 |
| 388412 |    1 |
| 388799 |    1 |
| 388800 |    1 |
| 388803 |    1 |
| 389274 |    1 |
| 389275 |    1 |
| 389321 |    1 |
| 389322 |    1 |
| 389323 |    1 |
| 390358 |    1 |
| 390359 |    1 |
| 390658 |    1 |
| 390660 |    1 |
| 390661 |    1 |
| 390662 |    1 |
| 390663 |    1 |
| 390664 |    1 |
| 390665 |    1 |
| 390666 |    1 |
| 390667 |    1 |
| 390668 |    1 |
| 390669 |    1 |
| 390788 |    1 |
| 390789 |    1 |
| 390793 |    1 |
| 390794 |    1 |
| 390799 |    1 |
| 391174 |    1 |
| 391179 |    1 |
| 391180 |    1 |
| 391285 |    1 |
| 391286 |    1 |
| 391287 |    1 |
| 391411 |    1 |
| 391412 |    1 |
| 391414 |    1 |
| 391479 |    1 |
| 391480 |    1 |
| 391483 |    1 |
| 391837 |    1 |
| 391838 |    1 |
| 391839 |    1 |
| 391840 |    1 |
| 393533 |    1 |
| 393535 |    1 |
| 393536 |    1 |
| 394211 |    1 |
| 394212 |    1 |
| 395707 |    1 |
| 395708 |    1 |
| 395904 |    1 |
| 395905 |    1 |
| 397527 |    1 |
| 397528 |    1 |
| 397530 |    1 |
| 399262 |    1 |
| 399263 |    1 |
| 400837 |    1 |
| 400838 |    1 |
| 400958 |    1 |
| 400959 |    1 |
| 401703 |    1 |
| 401704 |    1 |
| 401707 |    1 |
| 401713 |    1 |
| 401718 |    1 |
| 401719 |    1 |
| 402016 |    1 |
| 402017 |    1 |
| 402020 |    1 |
| 402942 |    1 |
| 402943 |    1 |
| 402946 |    1 |
| 405222 |    1 |
| 405223 |    1 |
